narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
66,R2-P00,R2-P00_00,00:00:00.000,00:00:00.000,00:00:00.000,13140,14208,9. Invert the mug to release the cake onto a place. Carefully remove paper liner.,9. Invert the mug to release the cake onto a place. Carefully remove paper liner.,30,9. Invert the mug to release the cake onto a place. Carefully remove paper liner.,30,['9. Invert the mug to release the cake onto a place. Carefully remove paper liner.'],[30]
67,R2-P00,R2-P00_00,00:00:00.000,00:00:00.000,00:00:00.000,14209,15471,"10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible","10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible",31,"10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible",31,"['10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible']",[31]
68,R2-P00,R2-P00_00,00:00:00.000,00:00:00.000,00:00:00.000,15472,15888,11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.,11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.,32,11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.,32,['11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.'],[32]
69,R2-P00,R2-P00_00,00:00:00.000,00:00:00.000,00:00:00.000,15889,18088,12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.,12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.,33,12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.,33,['12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.'],[33]
70,R2-P00,R2-P00_00,00:00:00.000,00:00:00.000,00:00:00.000,18089,18846,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
71,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,0,59,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
72,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,60,200,1. Place tortilla on cutting board.,1. Place tortilla on cutting board.,2,1. Place tortilla on cutting board.,2,['1. Place tortilla on cutting board.'],[2]
73,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,201,1205,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
74,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,1206,1326,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
75,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,1327,2035,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
76,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,2036,2266,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
77,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,2267,2600,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
78,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,2601,3176,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
79,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,3177,3745,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
80,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,3746,3905,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
81,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,3906,4079,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
82,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,4080,4984,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
83,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,4985,5258,12. Place the pinwheels on a plate.,12. Place the pinwheels on a plate.,13,12. Place the pinwheels on a plate.,13,['12. Place the pinwheels on a plate.'],[13]
84,R0-P07,R0-P07_08,00:00:00.000,00:00:00.000,00:00:00.000,5259,5363,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
85,R1-P06,R1-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,0,5,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
86,R1-P06,R1-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,6,634,1. Measure 12 ounces of cold water and transfer to a kettle. Boil the water.,1. Measure 12 ounces of cold water and transfer to a kettle. Boil the water.,14,1. Measure 12 ounces of cold water and transfer to a kettle. Boil the water.,14,['1. Measure 12 ounces of cold water and transfer to a kettle. Boil the water.'],[14]
87,R1-P06,R1-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,635,1312,"3. Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle. Place the paper filter in the dripper and spread open to create a cone","3. Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle. Place the paper filter in the dripper and spread open to create a cone",16,"3. Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle. Place the paper filter in the dripper and spread open to create a cone",16,"['3. Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle. Place the paper filter in the dripper and spread open to create a cone']",[16]
88,R1-P06,R1-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,1313,3595,"4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.","4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.",17,"4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.",17,"['4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.']",[17]
89,R1-P06,R1-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,3596,4202,"2. While the water is boiling, assemble the filter cone. Place the dripper on top of a coffee mug.","2. While the water is boiling, assemble the filter cone. Place the dripper on top of a coffee mug.",15,"2. While the water is boiling, assemble the filter cone. Place the dripper on top of a coffee mug.",15,"['2. While the water is boiling, assemble the filter cone. Place the dripper on top of a coffee mug.']",[15]
90,R1-P06,R1-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,4203,6011,"5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.","5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.",18,"5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.",18,"['5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.']",[18]
91,R1-P06,R1-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,6012,7556,"6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.","6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.",19,"6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.",19,"['6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.']",[19]
92,R1-P06,R1-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,7557,9297,7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.,7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.,20,7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.,20,['7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.'],[20]
